source,component,file,non_theme_colors_before,non_theme_colors_remaining,status,colors_found_before,remaining_colors,categories_before
web-core(used-by-insights-ui),Notification,shared/web-core/src/components/core/notify/Notification.tsx,7,4,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-green-400; text-red-400; text-blue-400; text-gray-900; text-gray-500; focus:ring-indigo-500; ring-black,text-green-400; text-red-400; text-blue-400; ring-black,status-success; status-danger; status-info; structural-gray; brand-indigo; white-black
web-core(used-by-insights-ui),UploadInput,shared/web-core/src/components/core/uploadInput/UploadInput.tsx,6,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-400 x2; placeholder:text-gray-400; ring-gray-400; ring-gray-300; text-red-600,text-red-600,structural-gray; status-danger
web-core(used-by-insights-ui),StyledSelect,shared/web-core/src/components/core/select/StyledSelect.tsx,4,0,fully migrated to theme tokens,ring-gray-400 x2; text-gray-500; text-white,,structural-gray; white-black
web-core(used-by-insights-ui),Input,shared/web-core/src/components/core/input/Input.tsx,3,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,ring-gray-400; text-red-500; text-red-600,text-red-500; text-red-600,structural-gray; status-danger
web-core(used-by-insights-ui),TextareaAutosize,shared/web-core/src/components/core/textarea/TextareaAutosize.tsx,3,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,ring-gray-300; placeholder:text-gray-400; text-red-600,text-red-600,structural-gray; status-danger
web-core(used-by-insights-ui),ToggleWithIcon,shared/web-core/src/components/core/toggles/ToggleWithIcon.tsx,3,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-gray-200; text-gray-400; bg-white,text-gray-400; bg-white,structural-gray; white-black
web-core(used-by-insights-ui),Accordion.module,shared/web-core/src/utils/accordion/Accordion.module.scss,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#d32f2f x3,hex:#d32f2f x3,hex-literal
web-core(used-by-insights-ui),FullPageModal,shared/web-core/src/components/core/modals/FullPageModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-gray-500; hover:text-gray-500,bg-gray-500,structural-gray
web-core(used-by-insights-ui),Card,shared/web-core/src/components/core/card/Card.tsx,1,0,fully migrated to theme tokens,border-gray-200,,structural-gray
web-core(used-by-insights-ui),Checkboxes,shared/web-core/src/components/core/checkboxes/Checkboxes.tsx,1,0,fully migrated to theme tokens,border-gray-300,,structural-gray
web-core(used-by-insights-ui),EllipsisDropdown,shared/web-core/src/components/core/dropdowns/EllipsisDropdown.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",ring-black,ring-black,white-black
web-core(used-by-insights-ui),FullPageLoading,shared/web-core/src/components/core/loaders/FullPageLoading.tsx,1,0,fully migrated to theme tokens,text-gray-700,,structural-gray
web-core(used-by-insights-ui),FullScreenModal,shared/web-core/src/components/core/modals/FullScreenModal.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-gray-500,bg-gray-500,structural-gray
web-core(used-by-insights-ui),SingleSectionModal,shared/web-core/src/components/core/modals/SingleSectionModal.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-gray-500,bg-gray-500,structural-gray
web-core(used-by-insights-ui),Accordion,shared/web-core/src/utils/accordion/Accordion.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
